movieId;title;transacao_json;quantidade_itens
6731;Day of the Dead (1985);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";6
6753;Secondhand Lions (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";6
6754;Underworld (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_fantasia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";6
6755;Bubba Ho-tep (2002);"[""avaliacao_media"", ""genero_comedia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";5
6763;Duplex (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6764;Rundown, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";6
6765;Under the Tuscan Sun (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6773;Triplets of Belleville, The (Les triplettes de Belleville) (2003);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_media""]";6
6774;Videodrome (1983);"[""avaliacao_media"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";7
6777;Judgment at Nuremberg (1961);"[""avaliacao_media"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";4
6787;All the President's Men (1976);"[""avaliacao_alta"", ""genero_drama"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_media""]";5
6791;Babette's Feast (Babettes gæstebud) (1987);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
6793;Beethoven (1992);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_media""]";6
6794;Beethoven's 2nd (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
6796;Boyz N the Hood (1991);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
6807;Monty Python's The Meaning of Life (1983);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_media""]";4
6810;Sleeping with the Enemy (1991);"[""avaliacao_baixa"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
6811;PCU (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
6820;Ginger Snaps (2000);"[""avaliacao_alta"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
6832;Regarding Henry (1991);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
6857;Ninja Scroll (Jûbei ninpûchô) (1995);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_media""]";7
6863;School of Rock (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_musical"", ""periodo_2000_2009"", ""popularidade_alta""]";5
6867;Station Agent, The (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
6868;Wonderland (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
6870;Mystic River (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""periodo_2000_2009"", ""popularidade_alta""]";6
6873;Intolerable Cruelty (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
6874;Kill Bill: Vol. 1 (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";6
6879;Runaway Jury (2003);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
6880;Texas Chainsaw Massacre, The (2003);"[""avaliacao_baixa"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6881;Pieces of April (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6887;Radio (2003);"[""avaliacao_alta"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6888;Scary Movie 3 (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";5
6890;Elephant (2003);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
6893;Italian Job, The (1969);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_1950_1969"", ""popularidade_media""]";6
6932;Shattered Glass (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6934;Matrix Revolutions, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";8
6936;Elf (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";6
6942;Love Actually (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";6
6944;Father of the Bride (1991);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
6947;Master and Commander: The Far Side of the World (2003);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_guerra"", ""periodo_2000_2009"", ""popularidade_media""]";6
6951;Cat in the Hat, The (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6952;Gothika (2003);"[""avaliacao_media"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
6953;21 Grams (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_romance"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";8
6957;Bad Santa (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_media""]";5
6958;Haunted Mansion, The (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";7
6974;Freshman, The (1990);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
6975;Funny Games (1997);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
6979;WarGames (1983);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_media""]";6
6985;Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928);"[""avaliacao_media"", ""genero_drama"", ""periodo_antes_1950"", ""popularidade_baixa""]";4
6987;Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920);"[""avaliacao_media"", ""genero_crime"", ""genero_fantasia"", ""genero_terror"", ""periodo_antes_1950"", ""popularidade_baixa""]";6
6993;Hannah and Her Sisters (1986);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
6996;Highlander II: The Quickening (1991);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
7001;Invasion of the Body Snatchers (1978);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";7
7004;Kindergarten Cop (1990);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";7
7007;Last Boy Scout, The (1991);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";8
7008;Last Tango in Paris (Ultimo tango a Parigi) (1972);"[""avaliacao_alta"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
7013;Night of the Hunter, The (1955);"[""avaliacao_alta"", ""genero_drama"", ""genero_film_noir"", ""genero_suspense"", ""periodo_1950_1969"", ""popularidade_baixa""]";6
7018;Presumed Innocent (1990);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
7022;Battle Royale (Batoru rowaiaru) (2000);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";7
7027;Silverado (1985);"[""avaliacao_media"", ""genero_acao"", ""genero_faroeste"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
7028;Quick Change (1990);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
7034;Show Me Love (Fucking Åmål) (1998);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
7036;Teen Wolf (1985);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
7044;Wild at Heart (1990);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";8
7046;Witches of Eastwick, The (1987);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_fantasia"", ""genero_suspense"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_media""]";7
7063;Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972);"[""avaliacao_alta"", ""genero_aventura"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
7064;Beauty and the Beast (La belle et la bête) (1946);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""periodo_antes_1950"", ""popularidade_baixa""]";5
7076;Bullitt (1968);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1950_1969"", ""popularidade_baixa""]";7
7090;Hero (Ying xiong) (2002);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";6
7099;Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_media""]";8
7101;Doc Hollywood (1991);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
7115;Deep Red (Profondo rosso) (1975);"[""avaliacao_baixa"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";6
7117;Leprechaun (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
7123;Naked Lunch (1991);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""periodo_1990_1999"", ""popularidade_baixa""]";7
7132;Night at the Opera, A (1935);"[""avaliacao_alta"", ""genero_comedia"", ""genero_musical"", ""genero_romance"", ""periodo_antes_1950"", ""popularidade_baixa""]";6
7137;Cooler, The (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
7139;In America (2002);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7143;Last Samurai, The (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_guerra"", ""periodo_2000_2009"", ""popularidade_alta""]";7
7147;Big Fish (2003);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";6
7149;Something's Gotta Give (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
7150;Stuck on You (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
7151;Girl with a Pearl Earring (2003);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
7153;Lord of the Rings: The Return of the King, The (2003);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_alta""]";7
7154;Mona Lisa Smile (2003);"[""avaliacao_baixa"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
7155;Calendar Girls (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
7156;Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003);"[""avaliacao_alta"", ""genero_documentario"", ""genero_guerra"", ""periodo_2000_2009"", ""popularidade_media""]";5
7158;House of Sand and Fog (2003);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
7160;Monster (2003);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
7161;Cheaper by the Dozen (2003);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7162;Cold Mountain (2003);"[""avaliacao_media"", ""genero_drama"", ""genero_guerra"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
7163;Paycheck (2003);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
7164;Peter Pan (2003);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
7169;Chasing Liberty (2004);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7173;Along Came Polly (2004);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
7234;Strada, La (1954);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";4
7235;Ichi the Killer (Koroshiya 1) (2001);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";9
7247;Chitty Chitty Bang Bang (1968);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""genero_musical"", ""periodo_1950_1969"", ""popularidade_media""]";8
7254;The Butterfly Effect (2004);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
7255;Win a Date with Tad Hamilton! (2004);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7256;Touching the Void (2003);"[""avaliacao_alta"", ""genero_aventura"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7263;Miracle (2004);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
7265;Dreamers, The (2003);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
7285;Thirteen (2003);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
7293;50 First Dates (2004);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
7317;EuroTrip (2004);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";5
7318;Passion of the Christ, The (2004);"[""avaliacao_baixa"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
7319;Club Dread (2004);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
7320;Dirty Dancing: Havana Nights (2004);"[""avaliacao_media"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
7323;Good bye, Lenin! (2003);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
7324;Hidalgo (2004);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
7325;Starsky & Hutch (2004);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
7327;Persona (1966);"[""avaliacao_media"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";4
7346;Girl Next Door, The (2004);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
7347;Secret Window (2004);"[""avaliacao_media"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";5
7360;Dawn of the Dead (2004);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_media""]";7
7361;Eternal Sunshine of the Spotless Mind (2004);"[""avaliacao_alta"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";6
7366;Jersey Girl (2004);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
